,Apple,Bread,Butter,Cheese,Corn,Dill,Eggs,Ice cream,Kidney Beans,Milk,Nutmeg,Onion,Sugar,Unicorn,Yogurt,chocolate
815,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,False
816,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True
817,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
818,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True
819,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,True
820,False,False,False,True,True,False,True,False,True,False,True,True,False,True,False,False
821,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
822,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False
823,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
824,False,True,True,False,True,False,False,True,True,True,True,True,True,False,False,True
825,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
826,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True
827,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
828,False,True,True,True,False,True,True,False,False,True,True,False,False,True,False,True
829,False,True,False,False,False,True,True,False,False,False,True,True,True,True,True,False
830,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
831,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,True
832,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,True
833,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
834,True,True,False,False,False,True,False,False,True,True,True,True,False,False,True,True
835,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True
836,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False
837,True,False,True,True,False,True,False,False,False,False,False,True,False,True,True,False
838,True,False,True,False,True,True,True,True,True,True,False,False,False,True,False,True
839,False,True,False,False,False,False,False,True,False,False,True,True,True,False,True,False
840,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False
841,False,True,True,True,True,False,True,False,True,False,True,False,False,True,True,False
842,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
843,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
844,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
845,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,False
846,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
847,False,True,False,True,True,False,True,True,True,True,False,False,True,True,False,False
848,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True
849,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False
850,False,True,False,False,False,True,False,True,False,False,True,True,True,False,True,False
851,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
852,False,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False
853,True,False,True,True,False,False,True,True,True,True,True,False,True,False,True,True
854,False,True,False,False,True,True,True,False,False,False,True,True,True,False,False,True
855,False,False,True,True,True,False,True,False,True,True,False,False,True,False,False,True
856,True,False,True,True,True,False,True,True,False,True,False,True,False,True,True,True
857,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True,True
858,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
859,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,True
860,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,False
861,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False
862,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False
863,True,True,True,True,True,False,False,True,False,False,False,True,True,True,False,True
864,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,True
865,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
866,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
867,True,False,False,False,False,False,True,True,False,True,True,False,False,True,True,True
868,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False
869,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
870,True,True,True,True,False,True,False,True,True,False,True,False,False,True,False,True
871,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
872,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True
873,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,False
874,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,True
875,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True
876,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,True
877,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True
878,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False
879,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,True
880,False,True,False,True,True,False,True,True,True,False,False,False,True,False,True,False
881,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False
882,True,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True
883,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,True
884,False,False,True,True,True,True,False,False,False,True,True,True,True,False,False,False
885,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
886,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
887,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False
888,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False
889,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
890,False,True,True,True,True,True,False,True,True,True,False,True,False,False,True,True
891,False,False,False,True,True,False,False,True,True,False,True,True,False,True,False,True
892,False,True,True,False,False,False,True,True,False,True,True,True,True,True,False,False
893,False,True,False,True,True,False,False,False,False,True,True,True,False,False,True,True
894,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
895,True,False,True,False,False,True,True,False,False,True,True,True,False,True,True,False
896,True,True,True,False,False,True,True,True,True,True,False,False,True,False,False,False
897,False,False,False,True,True,True,True,True,True,True,False,False,False,False,True,True
898,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False
899,True,False,False,True,False,False,True,True,True,True,True,False,False,True,True,False
900,True,True,True,True,False,True,True,False,True,True,False,False,True,False,False,True
901,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
902,False,True,True,True,True,False,False,True,True,True,False,False,True,False,False,True
903,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
904,True,False,True,False,False,True,False,False,False,True,False,False,True,True,False,True
905,False,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True
906,False,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False
907,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True
908,True,True,False,True,False,False,False,False,True,False,True,False,True,True,False,False
909,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False
910,True,True,True,True,True,False,False,True,False,False,False,True,False,True,False,True
911,True,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False
912,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
913,True,True,False,False,True,True,False,True,True,False,True,False,True,False,False,False
914,True,True,True,False,False,False,False,False,True,True,False,True,False,True,True,False
915,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True
916,False,True,True,True,True,False,False,True,False,False,False,True,True,True,True,True
917,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False
918,False,False,True,False,True,True,True,False,False,False,True,True,False,False,False,False
919,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True
920,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
921,True,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True
922,True,False,False,False,True,True,False,True,True,True,False,False,False,True,False,True
923,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False
924,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,False
925,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True
926,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True
927,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True
928,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False
929,False,False,True,False,False,True,True,True,False,True,True,False,False,True,True,True
930,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False
931,True,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False
932,True,False,True,True,True,True,False,False,False,False,True,False,True,False,True,True
933,True,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True
934,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
935,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True
936,False,False,False,True,False,False,True,False,False,False,False,True,True,True,True,False
937,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
938,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,True
939,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
940,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,True
941,True,False,True,True,False,False,True,False,False,False,False,True,True,False,True,False
942,True,True,False,True,False,True,True,True,False,True,False,True,False,True,True,True
943,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
944,True,False,False,True,True,True,True,False,True,False,False,True,True,True,False,True
945,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
946,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False
947,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
948,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
949,False,True,True,True,True,False,True,False,True,True,False,True,True,True,False,False
950,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
951,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False
952,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False
953,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True
954,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True
955,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False
956,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
957,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,False
958,False,True,True,False,True,False,True,False,True,True,True,False,False,True,True,False
959,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False
960,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
961,True,False,False,True,False,True,False,True,True,True,False,True,True,True,True,False
962,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,False
963,False,True,False,True,False,False,True,False,True,False,False,False,True,True,True,True
964,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True
965,False,True,True,True,False,False,False,True,True,False,True,False,False,False,True,True
966,False,False,True,False,False,False,True,True,True,True,True,True,True,False,True,True
967,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False
968,True,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True
969,False,True,True,False,True,False,True,True,True,True,True,False,False,True,True,False
970,True,False,True,False,True,True,False,False,False,True,True,True,False,True,True,True
971,True,False,True,False,False,True,False,False,True,True,True,False,False,True,False,True
972,False,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False
973,False,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True
974,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True
975,False,True,True,True,False,True,True,True,True,False,False,False,False,True,False,True
976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
977,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
978,False,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False
979,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
980,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True
981,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,True
982,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
983,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
984,True,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True
985,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False
986,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
987,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False
988,True,True,False,False,True,True,False,False,True,False,False,True,True,False,True,True
989,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
990,False,False,True,True,False,False,True,False,False,True,True,True,True,True,False,False
991,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,True
992,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False
993,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,True
994,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
995,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False
996,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True
997,False,False,True,True,True,False,True,True,True,False,True,False,True,False,True,True
998,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
