,Text,Label,num_chr,num_words,num_sent,Transformer_text
1972,Enjoy ur life. . Good night,0,27,7,3,enjoy ur life good night
1973,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march â¦ ish!,0,143,36,3,yes meet town co go gep home could text bus stop worry finished march ish
1975,Thats cool. Where should i cum? On you or in you? :),0,52,16,4,thats cool cum
1976,Delhi and chennai still silent.,0,31,6,1,delhi chennai still silent
1977,Lol alright i was thinkin that too haha,0,39,8,1,lol alright thinkin haha
1978,Reply to win Â£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,1,104,23,3,reply win weekly 2006 fifa world cup held send stop 87239 end service
1979,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,0,83,25,4,boat still mom check yo half naked
1980,Shhhhh nobody is supposed to know!,0,34,7,1,shhhhh nobody supposed know
1982,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",0,89,24,2,sorry call later meeting thing related trade please call arul lt gt
1983,Hey i will be late... i'm at amk. Need to drink tea or coffee,0,61,17,2,hey late amk need drink tea coffee
1985,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,1,153,30,3,urgent please call 09061743810 landline abta complimentary 4 tenerife holiday 5000 cash await collection sae c box 326 cw25wx 150 ppm
1986,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,0,123,34,4,length e e top shorter n got fringe thk going liao lazy dun wan 2 distract u also
1987,S..antha num corrct dane,0,24,6,1,antha num corrct dane
1990,The basket's gettin full so I might be by tonight,0,49,11,1,basket gettin full might tonight
1991,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,0,108,24,1,hi darlin ive got back really nice night thanks much lift see u tomorrow xxx
1992,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,0,119,29,3,valentine huh proof fb page ugh glad really watch rupaul show tool
1993,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,1,129,20,3,free tone hope enjoyed new content text stop 61610 unsubscribe provided
1994,Eh den sat u book e kb liao huh...,0,34,10,1,eh den sat u book e kb liao huh
1995,Have you been practising your curtsey?,0,38,7,1,practising curtsey
1997,Lol boo I was hoping for a laugh,0,32,8,1,lol boo hoping laugh
1998,"""YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN AÂ£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV""",0,152,30,1,yeh def up4 something sat got payed2day havbeen given pay rise 4my work havebeen made 2i feelingood luv
1999,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",0,117,31,1,well leave class babe never came back hope nice sleep love
2000,LMAO where's your fish memory when I need it?,0,45,11,1,lmao fish memory need
2001,But i'll b going 2 sch on mon. My sis need 2 take smth.,0,55,17,2,b going 2 sch mon si need 2 take smth
2002,Idea will soon get converted to live:),0,38,9,1,idea soon get converted live
2003,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,1,143,32,2,themob yo yo come new selection hot downloads member get free click open next link sent ur fone
2004,S....s...india going to draw the series after many years in south african soil..,0,80,18,1,india going draw series many year south african soil
2005,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",0,54,16,1,goodmorning today late lt decimal gt min
2006,Can't take any major roles in community outreach. You rock mel,0,62,13,2,ca take major role community outreach rock mel
2007,Shopping lor. Them raining mah hard 2 leave orchard.,0,52,11,2,shopping lor raining mah hard 2 leave orchard
2008,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,0,81,19,3,hi birth 8lb 7oz mother baby brilliantly
2009,See the forwarding message for proof,0,36,6,1,see forwarding message proof
2010,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",0,431,107,5,ca keep going never intention run choose rather keep room clean say visitor maybe best choice yes wanted embarassed maybe feel feel friend want drop buy say happened morning tried everything know else
2011,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,0,62,17,3,dunno lei thk mum lazy go neva ask yet
2012,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",0,375,88,9,whatever want know rule talk earlier week start happening showing responsibility yet every week bend rule way way whatever tired thia argument every week lt gt movie doesnt inlude preview still getting 1
2013,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",0,158,31,2,beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf goodmorning
2014,Great News! Call FREEFONE 08006344447 to claim your guaranteed Â£1000 CASH or Â£2000 gift. Speak to a live operator NOW!,1,120,23,3,great news call freefone 08006344447 claim guaranteed cash gift speak live operator
2015,Ambrith..madurai..met u in arun dha marrge..remembr?,0,52,13,1,ambrith madurai met u arun dha marrge remembr
2016,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,0,138,36,2,read shame tell take run blame u 4 ever really 4 ever long time
2017,"Princess, is your kitty shaved or natural?",0,42,9,1,princess kitty shaved natural
2018,"Better than bb. If he wont use it, his wife will or them doctor",0,63,16,2,better bb wont use wife doctor
2019,Ya it came a while ago,0,22,6,1,ya came ago
2020,From tomorrow onwards eve 6 to 3 work.,0,38,9,1,tomorrow onwards eve 6 3 work
2021,Anything lor but toa payoh got place 2 walk meh...,0,50,11,1,anything lor toa payoh got place 2 walk meh
2022,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",0,83,20,1,anybody number still thought tactful way ask alex
2023,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",1,158,23,1,u win music gift voucher every week starting txt word draw 87066 tscs
2024,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,0,84,18,1,movie theatre go watch unlimited movie pay
2025,U having lunch alone? I now so bored...,0,39,10,2,u lunch alone bored
2026,"Yes obviously, but you are the eggs-pert and the potato headâ¦ Speak soon! ",0,76,15,1,yes obviously potato speak soon
2027,"Nah man, my car is meant to be crammed full of people",0,53,13,1,nah man car meant crammed full people
2028,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,0,94,21,2,got new job bar airport satsgettin hour mean lie keep touch
2029,Kallis is ready for bat in 2nd innings,0,38,8,1,kallis ready bat 2nd inning
2030,Thanx but my birthday is over already.,0,38,8,1,thanx birthday already
2031,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",0,75,20,1,ugh ca u apologize admit u wrong ask take u back
2032,"I noe la... U wana pei bf oso rite... K lor, other days den...",0,62,18,1,noe la u wana pei bf oso rite k lor day den
2033,"Yes, i'm small kid.. And boost is the secret of my energy..",0,59,16,1,yes small kid boost secret energy
2034,IM GONNA MISS U SO MUCH,0,23,7,1,im gon na miss u much
2035,Is avatar supposed to have subtoitles,0,37,6,1,avatar supposed subtoitles
2036,Simply sitting and watching match in office..,0,45,8,1,simply sitting watching match office
2037,You can jot down things you want to remember later.,0,51,11,1,jot thing want remember later
2038,Oh sorry please its over,0,24,5,1,oh sorry please
2039,Hey are we going for the lo lesson or gym? ,0,43,11,1,hey going lo lesson gym
2040,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",0,123,27,2,dont pack buy cereal must pack food pack gari something 9ja miss
2041,You always make things bigger than they are,0,43,8,1,always make thing bigger
2042,Ã dun wan to watch infernal affair?,0,36,8,1,dun wan watch infernal affair
2043,"Me not waking up until 4 in the afternoon, sup",0,46,11,1,waking 4 afternoon sup
2045,I can send you a pic if you like :),0,35,11,1,send pic like
2046,Okay... I booked all already... Including the one at bugis.,0,59,13,3,okay booked already including one bugis
2047,"Aight fuck it, I'll get it later",0,32,9,1,aight fuck get later
2048,No de. But call me after some time. Ill tell you k,0,50,14,3,de call time ill tell k
2049,So dont use hook up any how,0,27,7,1,dont use hook
2050,How much is blackberry bold2 in nigeria.,0,40,8,1,much blackberry bold2 nigeria
2051,Hi where you. You in home or calicut?,0,37,10,2,hi home calicut
2052,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,0,84,23,1,hey darlin pick u college u tell wen 2 mt love pete xx
2053,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",1,152,36,5,call 09094100151 use ur min call cast mob vary service provided aom aom box61 m60 1er u stop age
2054,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",0,125,34,2,oh thkin goin yogasana 10 den nd go 3 den rush parco 4 nb okie lor u call ready
2055,Y so late but i need to go n get da laptop...,0,45,13,1,late need go n get da laptop
2056,"Sir, I am waiting for your mail.",0,32,9,1,sir waiting mail
2057,.Please charge my mobile when you get up in morning.,0,52,11,1,charge mobile get morning
2058,"Nothing, i got msg frm tht unknown no..",0,39,10,1,nothing got msg frm tht unknown
2059,Ugh fuck it I'm resubbing to eve,0,32,8,1,ugh fuck resubbing eve
2060,He didn't see his shadow. We get an early spring yay,0,52,13,2,see shadow get early spring yay
2061,I did. One slice and one breadstick. Lol,0,40,10,3,one slice one breadstick lol
2062,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",0,96,27,6,hey want crave miss need love ahmad saeed al hallaq
2063,Is there any training tomorrow?,0,31,6,1,training tomorrow
2064,"URGENT! Your mobile No *********** WON a Â£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",1,159,41,5,urgent mobile bonus caller prize 2nd attempt reach call 09066362220 asap box97n7qp 150ppm
2065,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,0,276,88,9,pas dis ur contact n see wat u get red luv wid blue u put smile face purple u r realy hot pink u r swt orange thnk lyk green realy wana go wid yelow wnt u bck black jealous brown miss nw plz giv one color
2066,Cos daddy arranging time c wat time fetch Ã¼ mah...,0,51,11,1,co daddy arranging time c wat time fetch ã¼ mah
2067,Then. You are eldest know.,0,26,7,2,eldest know
2068,Who's there say hi to our drugdealer,0,36,8,1,say hi drugdealer
2069,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,0,99,21,2,hard believe thing like say lie think twice saying anything
2070,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",1,162,29,1,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munsters exorcist twilight pobox36504w45wq 150p
2071,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,1,149,33,3,sexy single waiting text age followed gender wither f gay men text age followed
2072,Good night my dear.. Sleepwell&amp;Take care,0,44,11,1,good night dear sleepwell amp take care
2073,That is wondarfull song,0,23,4,1,wondarfull song
2074,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",1,161,37,5,freemsg claim ur 250 sm ok 84025 use web2mobile 2 ur mate etc join c box139 la32wu 16 remove txtx stop
2075,Yar lor actually we quite fast... Cos da ge slow wat... Haha...,0,63,15,1,yar lor actually quite fast co da ge slow wat haha
2076,Must come later.. I normally bathe him in da afternoon mah..,0,60,13,2,must come later normally bathe da afternoon mah
2077,"Trust me. Even if isn't there, its there.",0,41,12,2,trust even
2078,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,0,133,31,2,hey goin 2 meet want 2go 4a meal donyt feel like cuz 2 get last bus home he sweet latelyxxx
2079,85233 FREE>Ringtone!Reply REAL,1,30,7,1,85233 free ringtone reply real
2080,I can take you at like noon,0,27,7,1,take like noon
2081,Where is it. Is there any opening for mca.,0,42,11,2,opening mca
2082,I'm aight. Wat's happening on your side.,0,40,11,2,aight wat happening side
2083,I'm done oredi...,0,17,5,1,done oredi
2084,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",0,81,18,2,sweet well princess please tell like dislike bed
2085,How are you. Wish you a great semester,0,38,9,2,wish great semester
2086,Moji i love you more than words. Have a rich day,0,48,12,2,moji love word rich day
2087,Dude how do you like the buff wind.,0,35,9,1,dude like buff wind
2088,"""alright babe, justthought iÂd sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.""",0,139,34,3,alright babe justthought sayhey u doin nearly endof wk offdam nevamind 2hook sn uwant m8 lovejen x
2089,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX Â£1.50,1,156,32,5,well done england get official poly ringtone colour flag yer mobile text tone flag 84199 txt eng stop box39822 w111wx
2090,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",0,363,96,6,ca give everything want need actually could better yor got money ca get work ca get man ca pay rent ca even fill fucking gas tank yes stressed depressed even call home thanksgiving cuz tell nothing
2091,S:-)kallis wont play in first two odi:-),0,40,14,1,kallis wont play first two odi
2092,Then get some cash together and I'll text jason,0,47,10,1,get cash together text jason
2093,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",0,154,37,3,oh love soooo good hear omg missed much today sorry problem provider thank tming
2094,"Final Chance! Claim ur Â£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Subs 16",1,161,34,6,final chance claim ur worth discount voucher today text yes 85023 savamob member offer mobile c savamob pobox84 m263uz sub 16
2096,"Probably, want to pick up more?",0,31,8,1,probably want pick
2097,I'm done...,0,11,4,1,done
2098,Are you the cutest girl in the world or what,0,44,10,1,cutest girl world
2099,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",0,88,22,2,dice art class 6 thru 9 thanks though idea time come tomorrow
2100,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",1,159,33,6,sm service inclusive text credit pls goto unsubscribe stop extra charge po box420 ip4 5we
2101,Oh Howda gud gud.. Mathe en samachara chikku:-),0,47,12,1,oh howda gud gud mathe en samachara chikku
2102,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,0,64,18,3,thk 530 lor dunno get ticket wat u
2103,Audrie lousy autocorrect,0,24,3,1,audrie lousy autocorrect
2104,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,0,95,20,2,site simulate test give tough question test readiness
2105,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,0,134,26,1,anyway seriously hit back otherwise light armand always shit vomiting
2106,I fetch yun or u fetch?,0,23,7,1,fetch yun u fetch
2107,Thank you. I like you as well...,0,32,9,2,thank like well
2108,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",0,175,40,2,hmmm imagine come home rub foot make dinner help get ready date sure ready kind life
2110,Lara said she can loan me  &lt;#&gt; .,0,38,14,1,lara said loan lt gt
2111,Do we have any spare power supplies,0,35,7,1,spare power supply
2112,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,0,147,35,3,yar quite clever aft many guess lor got ask 2 bring thk darren willing 2 go aiya thk leona still attach wat
2113,You are a winner you have been specially selected to receive Â£1000 cash or a Â£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,1,159,30,3,winner specially selected receive cash award speak live operator claim call cost 10p
2114,"Yeah, don't go to bed, I'll be back before midnight",0,51,14,1,yeah go bed back midnight
2115,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",1,161,36,4,sunshine hols claim ur med holiday send stamped self address envelope drink u uk po box 113 bray wicklow eire quiz start saturday unsub stop
2116,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,0,107,24,2,well available washob nobbing last night ask nickey platt instead
2117,"It's that time of the week again, ryan",0,38,10,1,time week ryan
2118,Wish u many many returns of the day.. Happy birthday vikky..,0,60,13,2,wish u many many return day happy birthday vikky
2119,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",1,160,27,2,u win music gift voucher every week starting txt word draw 87066 tscs skillgame 1winaweek age16 150ppermesssubscription
2120,I hope you know I'm still mad at you.,0,37,11,1,hope know still mad
2121,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",0,157,30,1,argh 3g spotty anyway thing remember research province sterling place looked
2122,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),0,185,38,2,xam hall boy asked girl tell starting term dis answer den manage lot hesitation n lookin around silently said intha ponnungale ipaditan
2123,Do you know when the result.,0,28,7,1,know result
2126,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",0,79,16,1,sorry im getting feel really totally rejected kinda thing
2127,You do got a shitload of diamonds though,0,40,8,1,got shitload diamond though
2128,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0,113,26,3,tessy pls favor pls convey birthday wish nimya pls dnt forget today birthday shijas
2129,Well I'm going to be an aunty!,0,30,9,1,well going aunty
2130,Mine here like all fr china then so noisy.,0,42,10,1,mine like fr china noisy
2131,Later i guess. I needa do mcat study too.,0,41,11,2,later guess needa mcat study
2132,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),0,113,24,1,training manual show tech process password reset troubleshooting
2133,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,1,137,25,4,b4u voucher marsms log onto discount credit opt reply stop customer care call 08717168528
2134,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",0,382,88,7,spoke uncle john today strongly feel need sacrifice keep going call beg listen dont make promise make clear thing easy need please let u work thing long keep expecting help creativity stifled pls keep happy promise part
2136,"Carlos took a while (again), we leave in a minute",0,49,13,1,carlos took leave minute
2137,Well done and ! luv ya all ,0,27,7,2,well done luv ya
2138,Then why you came to hostel.,0,28,7,1,came hostel
2139,K still are you loving me.,0,26,7,1,k still loving
2140,But i juz remembered i gotta bathe my dog today..,0,49,12,1,juz remembered got ta bathe dog today
2141,After the drug she will be able to eat.,0,39,10,1,drug able eat
2142,Alright took the morphine. Back in yo.,0,38,9,2,alright took morphine back yo
2143,You see the requirements please,0,31,5,1,see requirement please
2144,You stayin out of trouble stranger!!saw Dave the other day heÂs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,0,162,38,2,stayin trouble stranger saw dave day sorted still bloke u gona get girl mr ur mum still think get 2getha
2145,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,1,154,35,5,freemsg hey buffy 25 love satisfy men home alone feeling randy reply 2 c pix qlynnbv help08700621170150p msg send stop stop txts
2147,So can collect ur laptop?,0,25,6,1,collect ur laptop
2148,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",0,154,36,2,later showing around want cld drink wld prefer spend money nosh mind nxt wk
2149,I will once i get home,0,22,6,1,get home
2150,Waaaat?? Lololo ok next time then!,0,34,9,2,waaaat lololo ok next time
2151,"The table's occupied, I'm waiting by the tree",0,45,11,1,table occupied waiting tree
2152,I surely dont forgot to come:)i will always be in touch in with you:-),0,70,20,1,surely dont forgot come always touch
2153,Hi kindly give us back our documents which we submitted for loan from STAPATI,0,77,14,1,hi kindly give u back document submitted loan stapati
2154,I dont have i shall buy one dear,0,32,8,1,dont shall buy one dear
2155,Oh god i am happy to see your message after 3 days,0,50,12,1,oh god happy see message 3 day
2156,What year. And how many miles.,0,30,8,2,year many mile
2157,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,0,114,27,4,hey cutie go wale kinda like hill shit still avent killed
2158,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,588,154,18,sad story man last week wife wish parent forgot n kid went work even colleague wish entered cabin pa said happy bos felt special askd 4 lunch lunch invited apartment went said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid cake n wife parent kidz friend n colleague screaming surprise waiting sofa naked
2159,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,0,114,24,3,think go honesty road call bank tomorrow tough decision make u great people
2160,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,1,147,31,3,free 1st week no1 nokia tone 4 ur mob every week txt nokia 87077 get txting tell ur mate zed pobox 36504 w45wq
2161,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,0,114,26,4,specialisation work slave labor look month sha co shakara 4 beggar
2162,Is she replying. Has boye changed his phone number,0,50,10,2,replying boye changed phone number
2164,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,0,158,38,4,hi darlin im way london smashed another driver big dent im really missing u u xxx
2165,"Nothing really, just making sure everybody's up to speed",0,56,11,1,nothing really making sure everybody speed
2166,I'm not coming home 4 dinner.,0,29,8,1,coming home 4 dinner
2167,"Thank you. And by the way, I just lost.",0,39,12,2,thank way lost
2168,Yes.he have good crickiting mind,0,32,5,1,good crickiting mind
2169,Thx. All will be well in a few months,0,37,10,2,thx well month
2171,"""CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO""",0,161,28,1,please come imin urgoin outl8r reallyneed dontplease dontignore mycalls u thecd tome 4 2moro
2172,I wont. So wat's wit the guys,0,29,9,2,wont wat wit guy
2173,Yavnt tried yet and never played original either,0,48,8,1,yavnt tried yet never played original either
2174,"Hiya, had a good day? Have you spoken to since the weekend?",0,59,15,2,hiya good day spoken since weekend
2175,See? I thought it all through,0,29,7,2,see thought
2177,get ready to moan and scream :),0,31,8,1,get ready moan scream
2178,Oh k :)why you got job then whats up?,0,37,12,1,oh k got job whats
2179,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",0,193,44,3,think need going late school night especially one class one missed last wednesday probably failed test friday
2180,And popping &lt;#&gt; ibuprofens was no help.,0,45,14,1,popping lt gt ibuprofen help
2181,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",0,154,38,6,babe go day sip cappuccino think love send kiss across sea
2182,Ok.,0,3,2,1,ok
2183,PS U no ur a grown up now right?,0,32,10,1,p u ur grown right
2184,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",0,131,28,2,chinatown got porridge claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin
2185,I know a few people I can hit up and fuck to the yes,0,52,14,1,know people hit fuck yes
2186,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,0,142,26,2,purity friendship two smiling reading forwarded message smiling seeing name gud evng
2187,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,0,104,20,1,anything specific regard jaklin idk fuck
2188,Oh god. I'm gonna Google nearby cliffs now.,0,43,12,2,oh god gon na google nearby cliff
2189,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,1,152,26,3,free camera phone linerental 750 cross ntwk min price txt bundle deal also avble call 08001950382 mf
2190,Yup i shd haf ard 10 pages if i add figures... Ã all got how many pages?,0,73,19,1,yup shd haf ard 10 page add figure got many page
2191,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",0,105,28,1,ooh 4got gon na start belly dancing moseley wed u want 2 join cafe
2192,Thankyou so much for the call. I appreciate your care.,0,54,12,2,thankyou much call appreciate care
2193,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,0,108,19,2,congrats treat mail 2 mail mother mail
2194,I called but no one pick up e phone. I ask both of them already they said ok.,0,77,20,2,called one pick e phone ask already said ok
2195,Hi my email address has changed now it is ,0,42,9,1,hi email address changed
2196,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance",0,130,25,10,happy valentine day advance
2197,"Not much, just some textin'. How bout you?",0,42,12,2,much textin bout
2198,Bring it if you got it,0,22,6,1,bring got
2199,I'm in a movie. Call me 4 wat?,0,30,11,2,movie call 4 wat
2200,Not sure I have the stomach for it ...,0,38,9,1,sure stomach
2201,Haha... can... But i'm having dinner with my cousin...,0,54,13,2,haha dinner cousin
2202,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",0,54,15,2,boy late 2 home father power frndship
2203,"(And my man carlos is definitely coming by mu tonight, no excuses)",0,66,15,1,man carlos definitely coming mu tonight excuse
2204,soon you will have the real thing princess! Do i make you wet? :),0,65,17,3,soon real thing princess make wet
