Quotes,Writter name
Brett was happy Mike had a way of getting an intensity of feeling into shaking hands Robert Cohn shook hands because we were back,Ernest Hemingway
The masses never revolt of their own accord and they never revolt merely because they are oppressed Indeed so long as they are not permitted to have standards of comparison they never even become aware that they are oppressed,George Orwell
You are mistaken Mr Darcy if you suppose that the mode of your declaration affected me in any other way than as it spared the concern which I might have felt in refusing you had you behaved in a more gentlemanlike manner,Jane Austen
Then the cold rains kept on and killed the spring it was as though a young person had died for no reason In those days though the spring always came finally but it was frightening that it had nearly failed,Ernest Hemingway
This journey has been like a full dinner of many courses set before a starving man At first he tries to eat all of everything but as the meal progresses he finds he must forgo some things to keep his appetite and his taste buds functioning ,John Steinbeck
I dont know half of you half as well as I should like and I like less than half of you half as well as you deserve,J.R.R. Tolkien
Ivan Ilych never abused his power he tried on the contrary to soften its expression but the consciousness of it and the possibility of softening its effect supplied the chief interest and attraction of his office,Leo Tolstoy
 How art thou out of breath when thou hast breath to say to me that thou art out of breath,William Shakespeare
 Let me be that I am and seek not to alter me,William Shakespeare
 They do not love that do not show their love,William Shakespeare
We all know him to be a proud unpleasant sort of man but this would be nothing if you really liked him,Jane Austen
There in childhood there had been something really pleasant with which it would be possible to live if it could return But the child who had experienced that happiness existed no longer it was like a reminiscence of somebody else,Leo Tolstoy
 The course of true love never did run smooth,William Shakespeare
Ah women and young girls how incomprehensible are your feminine hearts When you are not the timidest you are the bravest of creatures,Jules Verne
I suppose if a man has something once always something of it remains,Ernest Hemingway
 Boldness be my friend,William Shakespeare
"No one ever inhabited the threshold more thoroughly than Kafka On the threshold of happiness of the beyond of Canaan of the door only open for us On the threshold of escape of transformation Of an enormous and final understanding No one made so much art of it And yet if Kafka is never sinister or nihilistic its because to even reach the threshold requires a susceptibility to hope and vivid yearning There is a door Theres a way up or over Its just that one almost certainly wont manage to reach it or recognize it or pass through it in this life
    
  ","Nicole Krauss,"
Have a heart that never hardens and a temper that never tires and a touch that never hurts,Charles Dickens
The task of a writer is not to solve the problem but to state the problem correctly,Anton Chekhov
I wonder why progress looks so much like destruction,John Steinbeck
Spring is the time of plans and projects,Leo Tolstoy
You pierce my soul I am half agony half hopeI have loved none but you,Jane Austen
In those days we did not trust anyone who had not been in the war,Ernest Hemingway
Only a small part is played in great deeds by any hero,J.R.R. Tolkien
The last clear definite function of manmuscles aching to work minds aching to create    ,John Steinbeck
Thy soul is by vile fear assaild which oft So overcasts a man that he recoils From noblest resolution like a beast At some false semblance in the twilight gloom,Dante Alighieri
Her own thoughts and reflections were habitually her best companions,Jane Austen
Would that I were still young and strong as I was in those days for then some one of you swineherds would give me a cloak both out of good will and for the respect due to a brave soldier but now people look down upon me because my clothes are shabby,Homer
Take nothing on its looks take everything on evidence Theres no better rule,Charles Dickens
Anne hoped she had outlived the age of blushing but the age of emotion she certainly had not,Jane Austen
No greater grief than to remember days Of joy when misry is at hand,Dante Alighieri
It isnt what we say or think that defines us but what we do,Jane Austen
Gandalf was shorter in stature than the other two but his long white hair his sweeping beard and his broad shoulders made him look like some wise king of ancient legend In his aged face under great snowy brows his eyes were set like coals that could suddenly burst into fire,J.R.R. Tolkien
The best books are those that tell you what you know already,George Orwell
I loved her against reason against promise against peace against hope against happiness against all discouragement that could be,Charles Dickens
And then her heart changed or at least she understood it and the winter passed and the sun shone upon her,J.R.R. Tolkien
There is nothing softer than your heart,Vladimir Nabokov
It was not a girls room It was not anybodys room and the faint scent of cheap cosmetics and the few feminine objects and the other evidences of crude and hopeless efforts to feminise it but added to its anonymity,William Faulkner
If you set yourself to it you can live the same life rich or poor You can keep on with your books and your ideas You just got to say to yourself Im a free man in here  he tapped his forehead  and youre all right,George Orwell
Miss Bates had never boasted either beauty or cleverness Her youth had passed without distinction and her middle of life was devoted to the care of a failing mother and the endeavor to make a small income go as far as possible And yet she was a happy woman and a woman whom no one named without good will,Jane Austen
Nobody changes Nobody gets hurt,John Steinbeck
But you jus tell an try to get this guy canned and well tell everbody an then will you get the laugh,John Steinbeck
Id like to taste the inside of your mouth,Van Veen
A guy sets alone out here at night maybe readin books or thinkin or stuff like that,John Steinbeck
"All the love in the world is useless when there is a total lack of understanding
    
  ",Franz Kafka
Failure is a state of mind Its like one of those sand traps an ant lion digs You keep sliding back Takes one hell of a jump to get out of it,John Steinbeck
Alive Miss Emily had been a tradition a duty and a care a sort of hereditary obligation upon the town   ,William Faulkner
The sea is everything It covers seven tenths of the terrestrial globe Its breath is pure and healthy It is an immense desert where man is never lonely for he feels life stirring on all sides The sea is only the embodiment of a supernatural and wonderful existence It is nothing but love and emotion it is the Living Infinite as one of your poets has said,Jules Verne
The same honor waits for the coward and the brave They both go down to Death,Homer
We shall find peace We shall hear angels we shall see the sky sparkling with diamonds,Anton Chekhov
and the song of Luthien released the bonds of winter and the frozen waters spoke and flowers sprang from the cold earth where he feet had passed Then the spell of silence fell from Beren and he called to her crying Tinuviel and the woods echoed the name,J.R.R. Tolkien
Ive seen you beauty and you belong to me now whoever you are waiting for and if I never see you again I thought You belong to me and all Paris belongs to me and I belong to this notebook and this pencil,Ernest Hemingway
We do not merely destroy our enemies we change them,George Orwell
Suffering has been stronger than all other teaching and has taught me to understand what your heart used to be I have been bent and broken but  I hope  into a better shape,Charles Dickens
It was marvellous a feast for the eyes this complication of coloured tints a perfect kaleidoscope of green yellow orange violet indigo and blue in one word the whole palette of an enthusiastic colourist,Jules Verne
"Mr Scrooge said Bob Ill give you Mr Scrooge the Founder of the Feast

The Founder of the Feast indeed cried Mrs Cratchit reddening I wish I had him here Id give him a piece of my mind to feast upon and I hope hed have a good appetite for it",Charles Dickens
We will die together friend Ned,Jules Verne
"Midway upon the journey of our life

I found myself within a forest dark

For the straightforward pathway had been lost

Ah me how hard a thing it is to say

What was this forest savage rough and stern

Which in the very thought renews the fear

So bitter is it death is little more

But of the good to treat which there I found

Speak will I of the other things I saw there",Dante Alighieri
He saw clearly too his own futile isolation He had not gone one step nearer the lives he had sought to approach nor bridged the restless shame and rancour that had divided him from mother and brother and sister He felt that he was hardly of the one blood with them but stood to them rather in the mystical kinship of fosterage fosterchild and fosterbrother,James Joyce
"I will not be quoting Hemingway anytime soon nor will I ever read another one of his books

And if he were still alive I would write him a letter right now and threaten to strangle him dead with my bare hands just for being so glum

No wonder he put a gun to his head like it says in the introductory essay",Ernest Hemingway
Everybody likes to go their own wayto choose their own time and manner of devotion,Jane Austen
This doom she chose forsaking the Blessed Realm and putting aside all claim to kinship with those that dwell there that thus whatever grief might lie in wait the fates of Beren and Lthien might be joined and their paths lead together beyond the confines of the world,J.R.R. Tolkien
The distinguishing mark of man is the hand the instrument with which he does all his mischief,George Orwell
I cannot make speeches EmmaIf I loved you less I might be able to talk about it more But you know what I am You hear nothing but truth from me I have blamed you and lectured you and you have borne it as no other woman in England would have borne it,Jane Austen
But the great leveler Death not even the gods can defend a man not even one they love that day when fate takes hold and lays him out at last,Homer
I see that it is by no means useless to travel if a man wants to see something new,Jules Verne
Womans sensibility had been educated for centuries by the influences of the common sitting room Peoples feelings were impressed on her personal relations were always before her eyes Therefore when the middleclass woman took to writing she naturally wrote novels,Virginia Woolf
Sanity is not statistical,George Orwell
This is the Masterring the One Ring to rule them all This is the One Ring that he lost many ages ago to the great weakening of his power He greatly desires it  but he must not get it,J.R.R. Tolkien
I have sometimes sat alone here of an evening listening until I have made the echoes out to be the echoes of all the footsteps that are coming by and by into our lives,Charles Dickens
I enjoy talking to you Your mind appeals to me It resembles my own mind except that you happen to be insane,George Orwell
His talent was as natural as the pattern  made by  dust on a butterflys wings,F. Scott Fitzgerald
The breaking of a wave cannot explain the whole sea,Vladimir Nabokov
Group drinkards maaks grope thinkards,James Joyce
"All that is gold does not glitter

Not all those who wander are lost",J.R.R. Tolkien
If I was wrong in yielding to persuasion once remember that it was to persuasion exerted on the side of safety not of risk When I yielded I thought it was to duty but no duty could be called in aid here In marrying a man indifferent to me all risk would have been incurred and all duty violated,Jane Austen
Marley was dead,Charles Dickens
 Whats done cant be undone,William Shakespeare
"Thats right Lucy thats right he said overwhelmed by joy Theres infinite hope infinite hope all the hope in the world Evenfor us
    
  ","Mike Hockney,"
You cannot pass he said The orcs stood still and a dead silence fell I am a servant of the Secret Fire wielder of the flame of Anor You cannot pass The dark fire will not avail you flame of Udn Go back to the Shadow You cannot pass,J.R.R. Tolkien
"Annesi korkun bir akam pencerenin nnde Amerika yolculuunu haber verdiinde asla mektup yazmamaya geri dnlmez biimde yemin etmiti etmesine ama deneyimsiz bir gencin ettii byle bir yemin buradaki yeni koullarda ka yazard O zamanlar Amerikada iki ay kaldktan sonra Amerikan ordusunda general olacana da yemin etse olurdu gerekteyse New York dnda bir otelde tavan arasnda bir odada iki serseriyle beraberdi ayrca burada gerekten yerini bulmu olduunu da itiraf etmeliydi
    
  ","Franz Kafka,"
"Pero el cine es un arte de consumo inmediato tiene una entrada y una salida El castillo de Kafka por poner un ejemplo es un laberinto tiene infinitas entradas y ninguna salida
    
  ","Raul Gonzalez Nava,"
So she took out of her pocket the magic fishbone that had been dried and rubbed and polished till it shone like motherofpearl and gave it one little kiss and wished it was quarter day,Charles Dickens
 Many a true word hath been spoken in jest,William Shakespeare
 I wasted time and now doth time waste me,William Shakespeare
 The Devil hath power to assume a pleasing shape,William Shakespeare
What a lark What a plunge For so it had always seemed to her when with a little squeak of the hinges which she could hear now she had burst open the French windows and plunged at Bourton into the open air,Virginia Woolf
Behind him walked his opposite a huge man shapeless of face with large pale eyes and wide sloping shoulders and he walked heavily dragging his feet a little the way a bear drags his paws His arms did not swing at his sides but hung loosely ,John Steinbeck
Our people are good people our people are kind people Pray God some day kind people wont all be poor,John Steinbeck
It is their segnall for old Champelysied to seek the shades of his retirement and for young Chappielassies to tear a round and tease their partners lovesoftfun at Finnegans Wake,James Joyce
A dog particularly an exotic like Charley is a bond between strangers,John Steinbeck
"There are a great many opinions in this world and a good half of them are professed by people who have never been in trouble
The Mill",Anton Chekhov
A woman can become a mans friend only in the following stages  first an acquantaince next a mistress and only then a friend,Anton Chekhov
Where did truth stop Where did error begin I was all adrift among a thousand contradictory hypotheses but I could not lay hold of one,Jules Verne
But tears were not the things to find their way to Mr Bumbles soul his heart was waterproof,Charles Dickens
A person who can write a long letter with ease cannot write ill,Jane Austen
The house was left the house was deserted It was left like a shell on a sandhill to fill with dry salt grains now that life had left it,Virginia Woolf
But you get used to goin around with a guy an you cant get rid of him,John Steinbeck
Its hard to love a woman and do anything,Leo Tolstoy
I nearly always write just as I nearly always breathe,John Steinbeck
and for a great deal it seemed good to him for in the music there were no flaws,J.R.R. Tolkien
When any two young people take it into their heads to marry they are pretty sure by perseverance to carry their point be they ever so poor or ever so imprudent or ever so little likely to be necessary to each others ultimate comfort,Jane Austen
We touch in silhouette,Vladimir Nabokov
You why are you so afraid of war and slaughter Even if all the rest of us drop and die around you grappling for the ships youd run no risk of death you lack the heart to last it out in combatcoward,Homer
There I will stake my last like a woman of spirit No cold prudence for me I am not born to sit still and do nothing If I lose the game it shall not be from not striving or it,Jane Austen
Well Heaven had destined my uncle to become completely happy,Jules Verne
Faithless is he that says farewell when the road darkens,J.R.R. Tolkien
Suddenly some force struck him in the chest and side making it still harder to breathe and he fell through the hole and there at the bottom was a light,Leo Tolstoy
Sitting still weeping his eyes never dry his sweet life flowing away with the tears he wept for his foiled journey home,Homer
Some who have read the book or at any rate have reviewed it have found it boring absurd or contemptible and I have no cause to complain since I have similar opinions of their works or of the kinds of writing that they evidently prefer,J.R.R. Tolkien
Their eyes instantly met and the cheeks of both were overspread with the deepest blush,Jane Austen
Your conjecture is totally wrong I assure you My mind was more agreeably engaged I have been meditating on the very great pleasure which a pair of fine eyes in the face of a pretty woman can bestow,Jane Austen
 All that glisters is not gold,William Shakespeare
Know your own happiness You want nothing but patience or give it a more fascinating name call it hope,Jane Austen
 Give every man thy ear but few thy voice,William Shakespeare
Of pain you could wish only one thing that it should stop Nothing in the world was so bad as physical pain,George Orwell
One half of the world cannot understand the pleasures of the other,Jane Austen
If you want a picture of the future imagine a boot stamping on a human facefor ever,George Orwell
"In the struggle between yourself and the world second the worldIm Kampf zwischen Dir und der Welt sekundiere der Welt
    
  ","Franz Kafka,"
Wisdom comes not from age but from education and learning,Anton Chekhov
The Princess Alicia hurried upstairs to tell a most particular secret to a most particularly confidential friend of hers who was a Duchess People did suppose her to be a doll but she really was a Duchess though nobody knew it except the Princess,Charles Dickens
She seemed to know to accept to welcome her position the citadel of the family the strong place that could not be taken And since Tom and the children could not know hurt or fear unless she acknowledged hurt and fear she has practiced denying them in herself,John Steinbeck
Guy dont need no sense to be a nice fella Seems to me sometimes it jus works the other way around Take a real smart guy and he aint hardly ever a nice fella,John Steinbeck
I know three things will never be believed  the true the probable and the logical,John Steinbeck
When his Aunt Clara died Lennie just come along with me out workin Got kinda used to each other after a little while,John Steinbeck
 For sweetest things turn sourest by their deeds lillies that fester smell far worse than weeds,William Shakespeare
It will not be long now thought Bilbo before the goblins win the Gate and we are all slaughtered or driven down and captured Really it is enough to make one weep after all one has gone through I would rather old Smaug had been left with all the wretched treasure than that these vile creatures should get it and poor old Bombur and Balin and Fili and Kili and all the rest come to a bad end and Bard too and the Lakemen and the merry elves Misery me I have heard songs of many battles and I have always understood that defeat may be glorious It seems very uncomfortable not to say distressing I wish I was well out of it,J.R.R. Tolkien
Sometimes its an advantage to be disadvantaged said Harry,Jane Austen
The first creatures on earth to become aware of time were also the first creatures to smile,Vladimir Nabokov
Her brilliance her genius Of course she had changed in four years but he too had changed by concurrent stages so that their brains and senses stayed attuned and were to stay thus always through all separations,Vladimir Nabokov
A guy on a ranch dont never listen nor he dont ast no questions,John Steinbeck
If the thing is feasible the first to do it ought to be an Englishman,Jules Verne
There could have been no two hearts so open no tastes so similar no feelings so in unison,Jane Austen
Ruin eldest daughter of Zeus she blinds us all that fatal madnessshe with those delicate feet of hers never touching the earth gliding over the heads of men to trap us all She entangles one man now another,Homer
The world is of course nothing but our conception of it,Anton Chekhov
 To be or not to be that is the question,William Shakespeare
If I could but know his heart everything would become easy,Jane Austen
Men must not cut down trees There is a God He noted such revelations on the backs of envelopes Change the world No one kills from hatred Make it known he wrote it down He waited He listened,Virginia Woolf
Yet a treacherous weapon is ever a danger to the hand,J.R.R. Tolkien
If he needs a million acres to make him feel rich seems to me he needs it cause he feels awful poor inside hisself and if hes poor in hisself there aint no million acres gonna make him feel rich an maybe hes disappointed that nothin he can do ll make him feel rich,John Steinbeck
I simply want to live to cause no evil to anyone but myself,Leo Tolstoy
George said wonderingly Spose they was a carnival or a circus come to town or a ball game    Wed just go to her    We wouldnt ask nobody if we could Jus say Well go to her an we would Jus milk the cow and sling some grain to the chickens an go to her,John Steinbeck
The essential act of war is destruction not necessarily of human lives but of the products of human labour War is a way of shattering to pieces or pouring into the stratosphere or sinking in the depths of the sea materials which might otherwise be used to make the masses too comfortable and hence in the long run too intelligent,George Orwell
A large income is the best recipe for happiness I ever heard of,Jane Austen
Her contempt for me was so strong that it became infectious and I caught it,Charles Dickens
I dont know what I am I dont know if I am or not,William Faulkner
"Ill tell you one thing Kevin said as we joined the mob in the hallways she better be fake

I asked him what he meant

I mean if shes real shes in big trouble How long do you think somebody whos really like that is going to last around here",Leo Tolstoy
I lay it down as a general rule Harriet that if a woman doubts as to whether she should accept a man or not she certainly ought to refuse him,Jane Austen
 Neither a borrower nor a lender be,William Shakespeare
Surprises are foolish things The pleasure is not enhanced and the inconvenience is often considerable,Jane Austen
He went to church and walked about the streets and watched the people hurrying to and fro and patted children on the head and questioned beggars and looked down into the kitchens of houses and up to the windows and found that everything could yield him pleasure He had never dreamed that any walkthat anythingcould give him so much happiness,Charles Dickens
I warn you if you bore me I shall take my revenge,J.R.R. Tolkien
Lennieif you jus happen to get in trouble like you always done before I want you to come right here an hide in the brush Hide in the brush till I come for you,John Steinbeck
So surrender to sleep at last What a misery keeping watch through the night wide awake  youll soon come up from under all your troubles,Homer
If you will thank me he replied let it be for yourself alone That the wish of giving happiness to you might add force to the other inducements which led me on I shall not attempt to deny But your family owe me nothing Much as I respect them I believe I thought only of you,Jane Austen
"For me you took on the enigmatic quality that all tyrants have whose rights are based on their person and not on reason At least so it seemed to me
    
  ","Franz Kafka,"
As happens sometimes a moment settled and hovered and remained for much more than a moment And sound stopped and movement stopped for much much more than a moment,John Steinbeck
In general the greater the understanding the greater the delusion the more intelligent the less sane,George Orwell
General benevolence but not general friendship make a man what he ought to be,Jane Austen
We are asleep until we fall in love,Leo Tolstoy
That building for example do I like it or not Is that in my opinion a good book or a bad Indeed my aunts legacy unveiled the sky to me and substituted for the large and imposing figure of a gentleman which Milton recommended for my perpetual adoration a view of the open sky,Virginia Woolf
 Best Shakespeare Quotes,William Shakespeare
Sudden shifts and changes are no bad preparation for political life,Charles Dickens
Short cuts make delays but inns make longer ones,J.R.R. Tolkien
It was a bright cold day in April and the clocks were striking thirteen,George Orwell
Medicine is my lawful wife and literature is my mistress When I get fed up with one I spend the night with the other,Anton Chekhov
At first I would not go because there might be something I could do and I would not go because there might be something I could do and I would have to haul her back,William Faulkner
At last they could pity Miss Emily Being left alone and a pauper she had become humanized ,William Faulkner
"Wir brauchen aber die Bcher die auf uns wirken wie ein Unglck das uns sehr schmerzt wie der Tod eines den wie lieber hatten als und wie wenn wir in Wlder verstoen wrden von allen Menschen weg wie ein Selbstmord ein Buch muss die Axt sein fr das gefrorene Meer in uns
    
  ","Franz Kafka,"
Passage home Never Surely youre plotting something else goddess urging me  in a raft  to cross the oceans mighty gulfs So vast so full of danger not even the deepsea ships can make it through swift as they are and buoyed up by the winds of Zeus himself,Homer
"In Kafkas works the family table locks the child into a site where Father presides it offers one of the prime occasions for paternity to enthrone itself conducting prescriptive raids on the childs bearinginvading his plate entering and altering his body adjusting his manner of being The table becomes the metonymy for all law the place where sovereign exceptionalism asserts itself Father does not have to obey his own law he can pick his teeth or clean his ears while the eaters submit to the severity of his rule The children in Kafka at least and in the simulacrum of home in which many others were grown are consistently downgraded to the status of unshakable refugees parasites those who quiver under the thickness of anxiety while laws like platters are passed and forced down ones delicate throatGive us this day our daily dread it is difficult to imagine the Kafka family going out to eat though that is what it would have taken for the death grip of mealtime to loosen let go At home at the table little Franz Kafka was eaten alive By the time of the famous Letter to Father he was vaporized He says so himself A good deal of the damage done to the young psyche occurred at table The neighborhood restaurant might have rerouted the oppressive domesticity of home ruleit might have introduced a hiatus or suspensive regime change that would allow for hungers pacing Part of a spectacle of public generality the theater of ingestionpossibly also of incorporationthe restaurant causes the hold on the child to slacken if only because there are witnesses and waiters whose work consists in diminishing the intensities of paternal law and the sacrificial rites that underlie their daily distributionthe daily apportionment of dread
    
  ","Avital Ronell,"
This return of trust in Gods providence allayed the turbulence of my fears and I was enabled to concentrate upon my situation all the force of my intelligence,Jules Verne
I think it ought not to be set down as certain that a man must be acceptable to every woman he may happen to like himself,Jane Austen
Which of all my important nothings shall I tell you first,Jane Austen
"I just read the letter your essays again ad again convinced that such pros does not exist merely for its own sake but serves as a signpost on the road to a human being a road one keeps following happier and happier until arriving at the realization some bright moment that one is not progressing simply running around inside ones own labyrinth only more nervously more confused than before
    
  ","Franz Kafka,"
 Speak low if you speak love,William Shakespeare
His life seemed to have drawn near to eternity every thought word and deed every instance of consciousness could be made to revibrate radiantly in heaven and at times his sense of such immediate repercussion was so lively that he seemed to feel his soul in devotion pressing like fingers the keyboard of a great cash register and to see the amount of his purchase start forth immediately in heaven not as a number but as a frail column of incense or as a slender flower,James Joyce
Do you see that tree It is dead but it still sways in the wind with the others I think it would be like that with me That if I died I would still be part of life in one way or another,Anton Chekhov
For what do we live but to make sport for our neighbors and laugh at them in our turn,Jane Austen
The people say that the two seemed to be removed from human experience that they had gone through pain and had come out on the other side that there was almost a magical protection about them,John Steinbeck
I have no wish to take life not even human life,George Orwell
Though neer to true perfection may arrive This race accursd yet nearer then than now They shall approach it,Dante Alighieri
Now I am depressed myself I said Thats why I never think about these things I never think and yet when I begin to talk I say the things I have found out in my mind without thinking,Ernest Hemingway
This was a big storm and he might as well enjoy it It was ruining everything but you might as well enjoy it,Ernest Hemingway
All men are enemies All animals are comrades,George Orwell
There above How many now hold themselves mighty kings Who here like swine shall wallow in the mire Leaving behind them horrible dispraise,Dante Alighieri
Oft in lies truth is hidden,J.R.R. Tolkien
I wish it need not have happened in my time said Frodo So do I said Gandalf and so do all who live to see such times But that is not for them to decide All we have to decide is what to do with the time that is given us,J.R.R. Tolkien
"Neden buradaki yeil yabans sessizlik imdi sana iinde yaamak zorunda brakldn dnyay unutturuyor Ayn dnyann en derin acsn Kafka ektii iin mi rahatsn onun mezar yanbanda Hibir yere gitmek istemezcesine Babas ardndan da annesi ayn mezara gmlm imdi Viyanada Kafkann babasna mektubunu dnyorsun Yaam sresince basks zerinden kalkmayan babann mezarda da onun zerine yattn Ne garip dn mezar banda bunu dnmemitim Aksine belki biraz da rahatlatc bulmutum yalnz yatmayn Nazi kamplarnda ldrlm kz kardeler ile Milenay dnmtm Kafkann bu kamplara girmemesi iini sevinle doldurmutu Gen yata veremden lmesi onun iin en byk aclardan kurtulu da demekti
    
  ","Tezer ÃzlÃ¼,"
"Lennie said I thought you was mad at me George 

No said George No Lennie I aint mad I never been mad and I ain now Thats a thing I want ya to know ",John Steinbeck
Oh But he was a tightfisted hand at the grindstone Scrooge a squeezing wrenching grasping scraping clutching covetous old sinner,Charles Dickens
A dream all a dream that ends in nothing and leaves the sleeper where he lay down but I wish you to know that you inspired it,Charles Dickens
Theres no one thing thats true Its all true,Ernest Hemingway
Every traveler has a home of his own and he learns to appreciate it the more from his wandering,Charles Dickens
When she opened the package at home there was written on the box under the skull and bones For rats,William Faulkner
The end was contained in the beginning,George Orwell
How he scolded her How they argued She would marry a Prime Minister and stand at the top of a staircase the perfect hostess he called her she cried over it in her bedroom she had the makings of the perfect hostess he said,Virginia Woolf
We could live offa the fatta the lan,John Steinbeck
She had probably alienated love by the helplessness and fretfulness of a fearful temper or been unreasonable in wanting a larger share than any one among so many could deserve,Jane Austen
One lick less One lick less and we could be quiet,William Faulkner
"Of course Kafka doesnt see himself as a sort of party He doesnt even pretend to be revolutionary whatever his socialist sympathies may be He knows that all the lines link him to a literary machine of expression for which he is simultaneously the gears the mechanic the operator and the victim So how will he proceed in this bachelor machine that doesnt make use of and cant make use of social critique How will he make a revolutionHe will act on the German language such as it is in Czechoslovakia Since it is a deterritorialized language in many ways he will push the deterritorialization farther not through intensities reversals and thickenings of the language but through a sobriety that makes language take flight on a straight line anticipates or produces its segmentations Expression must sweep up content the same process must happen to form It is not a politics of pessimism nor a literary caricature or a form of science fiction
    
  ","Giles Deleuze, Felix Guattari"
It would be a thousand pities if women wrote like men or lived like men or looked like men for if two sexes are quite inadequate considering the vastness and variety of the world how should we manage with one only,Virginia Woolf
Smeagol will swear on the Precious,J.R.R. Tolkien
He looked like death not death as it shows in shroud and coffin but in the guise it wears when life has just departed when a young and gentle spirit has but an instant fled to Heaven and the gross air of the world has not had time to breathe upon the changing dust it hallowed,Charles Dickens
Then my uncle became a great man and myself the nephew of a great man which is at least something,Jules Verne
So that was it And you were trying to tell Caddy and you couldnt tell her You wanted to but you couldnt could you Of course Caddy wont Of course Caddy wont Just wait till I dress,William Faulkner
He needs to be sent to Jackson    How can anybody live in a house like this,William Faulkner
The War was over except for some one like Mrs Foxcroft at the Embassy last night eating her heart out because that nice boy was killed and now the old Manor House must go to a cousin or Lady Bexborough who opened a bazaar they said with the telegram in her hand John her favourite killed but it was over thank Heaven  over,Virginia Woolf
If only the gods are willing They rule the vaulting skies Theyre stronger than I to plan and drive things home,Homer
A large drop of sun lingered on the horizon and then dripped over and was gone and the sky was brilliant over the spot where it had gone and a torn cloud like a bloody rag hung over the spot of its going And dusk crept over the sky from the eastern horizon and darkness crept over the land from the east,John Steinbeck
"the parents are the first problem a child comes up against the first resistance he has to assert himself against his arguments with them are the model for all his later fights in life
    
  ","Max Brod,"
,William Shakespeare
"And actually its not at all you I love but rather the existence you have bestowed on me
    
  ","Franz Kafka,"
Discipline must come from trust and confidence,Ernest Hemingway
"What a pity that Bilbo did not stab that vile creature when he had a chance 

Pity It was Pity that stayed his hand Pity and Mercy not to strike without need And he has been well rewarded Frodo Be sure that he took so little hurt from the evil and escaped in the end because he began his ownership of the Ring so With Pity",J.R.R. Tolkien
A wonderful fact to reflect upon that every human creature is constituted to be that profound secret and mystery to every other,Charles Dickens
Lennie who had been watching imitated George exactly He pushed himself back drew up his knees embraced them looked over to George to see whether he had it just right,John Steinbeck
 In time we hate that which we often fear,William Shakespeare
"Tom prilikom Kafka mi ree Vi opisujete pesnika kao nekog udesno velikog oveka ije noge su na zemlji dok mu glava nestaje u oblacima To je prirodno sasvim uobiajena slika u okviru malograanskih konvencionalnih predstava To je iluzija proizila iz skrivenih elja a koja nema nieg zajednikog sa stvarnou U stvarnosti je pesnik uvek manji i slabiji od drutvenog proseka Otuda on osea teret zemaljskog postojanja intenzivnije i jae nego drugi ljudi Njegova pesma je za njega samo krik Umetnost je za umetnika patnja putem koje on sebe oslobaa za novu patnju On nije nikakav div nego je tek vie ili manje ivopisna ptica u kavezu svoje egzistencije
    
  ","Gustav Janouch,"
Others are as tired of themselves as you are Let each one learn to bore himself,James Joyce
So Miss Emily vanquished them horse and foot just as she had vanquished their fathers thirty years before about the smell,William Faulkner
Readers seeking to identify the fictional people and places here described would do better to inspect their own communities and search their own hearts for this book is about a large part of America today,John Steinbeck
"Nobody is going to help me Al least no one has until now So I have to make it on my own I have to get stronger  like a stray crow Thats why I gave myself the name Kafka Thats what Kafka means in Czech you know  crow
    
  ","Haruki Murakami,"
Donkeys live a long time None of you has ever seen a dead donkey,George Orwell
"My conception of a novel is that it ought to be a personal struggle a direct and total engagement with the authors story of his or her own life This conception again I take from Kafka who although he was never transformed into an insect and although he never had a piece of food an apple from his familys table lodged in his flesh and rotting there devoted his whole life as a writer to describing his personal struggle with his family with women with moral law with his Jewish heritage with his Unconscious with his sense of guilt and with the modern world Kafkas work which grows out of the nighttime dreamworld in Kafkas brain is more autobiographical than any realistic retelling of his daytime experiences at the office or with his family or with a prostitute could have been What is fiction after all if not a kind of purposeful dreaming The writer works to create a dream that is vivid and has meaning so that the reader can then vividly dream it and experience meaning And work like Kafkas which seems to proceed directly from dream is therefore an exceptionally pure form of autobiography Theres an important paradox here that I would like to stress the greater the autobiographical content of a fiction writers work the smaller its superficial resemblance to the writers actual life The deeper the writer digs for meaning the more the random particulars of the writers life become impediments to deliberate dreaming
    
  ","Jonathan Franzen,"
Can you not understand that liberty is worth more than just ribbons,George Orwell
Sorry I dont want any adventures thank you Not Today Good morning But please come to tea  any time you like Why not tomorrow Good bye,J.R.R. Tolkien
What have I got in my pocket he said aloud He was talking to himself but Gollum thought it was a riddle and he was frightfully upset,J.R.R. Tolkien
Yes you were right Its going to be wet tomorrow You wont be able to go And she looked at him smiling For she had triumphed again She had not said it yet he knew,Virginia Woolf
Ill be bad but anyway not a liar a cheat,Leo Tolstoy
"Ja sam kraj ili poetak
    
  ","Franz Kafka,"
Life seems but a quick succession of busy nothings,Jane Austen
"josef kya birileri iftira atm olmalyd
    
  ","Franz Kafka,"
The world breaks every one and afterward many are strong at the broken places,Ernest Hemingway
This work was strictly voluntary but any animal who absented himself from it would have his rations reduced by half,George Orwell
The whole world is divided for me into two parts one is she and there is all happiness hope light the other is where she is not and there is dejection and darkness,Leo Tolstoy
Assist him So to me will comfort spring,Dante Alighieri
The roaring seas and many a dark range of mountains lie between us,Homer
Then the newer generation became the backbone and the spirit of the town and the painting pupils grew up and fell away and did not send their children to her with boxes of color and tedious brushes and pictures cut from the ladies magazines,William Faulkner
